Country,League
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",Leagues Cup
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",Campeones Cup
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",CONCACAF Central American Cup
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",UNCAF
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",CONCACAF Caribbean Cup
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",CFU
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",CFU Club Shield
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",UNCAF Interclub Cup
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",UNCAF
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",CONCACAF Caribbean Club Championship
"Sub-federation competitions (CONCACAF (North American, Central American, and Caribbean competitions) - Clubs)",CFU
Anguilla,AFA Senior Male League
Anguilla,AFA Senior Female League
Anguilla,AFA Knockout Cup
Antigua and Barbuda,Antigua and Barbuda Premier Division
Antigua and Barbuda,Antigua and Barbuda First Division
Antigua and Barbuda,Antigua and Barbuda FA Cup
Aruba,Aruban Division di Honor
Aruba,Aruban Division Uno
Aruba,Aruban Division Dos
Aruba,Aruban Liga Hubenil
Aruba,Torneo Copa Betico Croes
Bahamas,BFA Senior League
Bahamas,Grand Bahama Football League
Bahamas,New Providence Football League
Bahamas,Bahamas President's Cup
Bahamas,Grand Bahama FA Cup
Bahamas,New Providence FA Cup
Barbados,Barbados Premier League
Barbados,Barbados Division One
Barbados,Barbados Division Two
Barbados,Barbados FA Cup
Belize,Premier League of Belize
Belize,Belize Premier Football League
Belize,Super League of Belize
Bermuda,Bermudian Premier Division
Bermuda,Bermuda First Division
Bermuda,Bermuda FA Cup
Bonaire,Bonaire League
Bonaire,Kopa MCB
British Virgin Islands,BVIFA National Football League
British Virgin Islands,Tortola League
British Virgin Islands,Virgin Gorda League
British Virgin Islands,Terry Evans Knockout Cup
British Virgin Islands,Wendol Williams Cup
Canada,Canadian Premier League
Canada,Canadian Premier League Finals
Canada,CPL champion
Canada,CONCACAF Champions League
Canada,Major League Soccer
Canada,Vancouver Whitecaps
Canada,Toronto FC
Canada,CF Montréal
Canada,League1 Ontario
Canada,Canadian Championship
Canada,Premiere Ligue de soccer du Quebec
Canada,League1 British Columbia
Canada,Canadian Championship
Canada,CONCACAF Champions League
Canada,Challenge Trophy
Cayman Islands,Cayman Islands Premier League
Cayman Islands,Cayman Islands First Division
Cayman Islands,Cayman Islands FA Cup
Cayman Islands,Cayman Islands Digicel Cup
Costa Rica,Liga FPD
Costa Rica,Liga de Ascenso
Costa Rica,Linafa
Costa Rica,Costa Rican women's football championship
Costa Rica,Costa Rican Cup
Costa Rica,Supercopa de Costa Rica
Cuba,Campeonato Nacional de Fútbol de Cuba
Cuba,Torneo de Ascenso
Curaçao,Curaçao Promé Divishon
Curaçao,Sekshon Amatùr
Dominica,Dominica Premiere League
Dominica,Dominica First Division
Dominica,CFU Club Championship
Dominican Republic,Liga Dominicana de Fútbol
Dominican Republic,Primera División de Republica Dominicana
Dominican Republic,Copa Dominicana de Fútbol
El Salvador,Salvadoran Primera División
El Salvador,Segunda División de Fútbol Salvadoreño
El Salvador,Tercera Division de Fútbol Salvadoreño
El Salvador,Salvadoran women's football championship
El Salvador,Copa Presidente
French Guiana,French Guiana Honor Division
French Guiana,French Guiana Promotion of Honor
French Guiana,Coupe de Guyane
Guatemala,Liga Guate
Guatemala,Primera División de Ascenso
Guatemala,Segunda División de Ascenso
Guatemala,Tercera División de Guatemala
Guatemala,Copa de Guatemala
Guatemala,Liga Guate
Guatemala,Primera División de Ascenso
Guatemala,National Women's Football League of Guatemala
Grenada,GFA Premier Division
Grenada,GFA First Division
Grenada,GFA Second Division
Grenada,GFA Super Knockout Cup
Guadeloupe,Guadeloupe Division of Honor
Guadeloupe,Guadalupe Honorary Promotion Championship
Guadeloupe,Coupe de Guadeloupe
Guadeloupe,Coupe de France
Guyana,GFF National Super League
Guyana,Guyana Mayors Cup
Guyana,GFF Super 8 Cup
Guyana,Georgetown Regional Cup
Haiti,Ligue Haitienne
Haiti,Coupe d'Haïti
Honduras,Liga Nacional de Fútbol Profesional de Honduras
Honduras,Liga Nacional de Ascenso de Honduras
Honduras,Liga Mayor de Futbol de Honduras
Honduras,Honduran Cup
Honduras,Honduran Supercup
Jamaica,Jamaica National Premier League
Jamaica,KSAFA Super League
Jamaica,South Central Confederation Super League
Jamaica,Eastern Confederation Super League
Jamaica,Western Confederation Super League
Jamaica,JFF Champions Cup
Martinique,Martinique Championnat National
Martinique,Martinique Promotion d'Honneur
Martinique,Coupe de la Martinique
Martinique,Coupe de France
Mexico,Liga de Balompié Mexicano
Montserrat,Montserrat Championship
Nicaragua,Nicaraguan Primera División
Nicaragua,Segunda División de Nicaragua
Nicaragua,Tercera Division de Nicaragua
Nicaragua,Nicaraguan women's football championship
Nicaragua,Copa de Nicaragua
Panama,Liga Panameña de Fútbol
Panama,Liga Nacional de Ascenso
Panama,Copa Rommel Fernández
Panama,Copa Panamá
Puerto Rico,Liga Puerto Rico
Puerto Rico,Puerto Rico Soccer League
Puerto Rico,Liga Mayor de Fútbol Nacional
Puerto Rico,Campeonato Nacional de Fútbol de Puerto Rico
Puerto Rico,Liga Nacional de Fútbol de Puerto Rico
Puerto Rico,Torneo de Copa de Puerto Rico
Puerto Rico,Copa Luis Villarejo
Puerto Rico,Puerto Rico Soccer League Regular Season Cup
Puerto Rico,Puerto Rico Soccer League PlayOff Cup
Puerto Rico,Puerto Rico Cup of Excellence
Saint Kitts and Nevis,SKNFA Super League
Saint Kitts and Nevis,SKNFA Division 1
Saint Kitts and Nevis,Saint Kitts and Nevis National Cup
Saint Lucia,SLFA First Division
Saint Lucia,SLFA Second Division
Saint Lucia,Saint Lucia FA Cup
Saint Lucia,SLFA President's Cup
Saint-Martin,Saint-Martin Senior League
Saint-Martin,Coupe des Îles du Nord
Saint-Martin,Coupe de Saint-Martin
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines Football Federation
Sint Maarten,Sint Maarten Senior League
Suriname,Suriname Major League
Suriname,SVB Tweede Divisie
Suriname,SVB Derde Divisie
Suriname,Beker van Suriname
Suriname,Suriname President's Cup
Turks and Caicos Islands,Provo Premier League
Turks and Caicos Islands,Turks and Caicos FA Cup
Trinidad and Tobago,TT Premier Football League
Trinidad and Tobago,TT Super League
Trinidad and Tobago,Tobago Premier Division
Trinidad and Tobago,Trinidad and Tobago FA Trophy
Trinidad and Tobago,Trinidad and Tobago Charity Shield
Trinidad and Tobago,Trinidad and Tobago League Cup
Trinidad and Tobago,Trinidad and Tobago Classic
Trinidad and Tobago,Trinidad and Tobago Goal Shield
Trinidad and Tobago,Trinidad and Tobago Pro Bowl
Trinidad and Tobago,Trinidad and Tobago Super League Cup
U.S Virgin Islands,U.S. Virgin Islands Championship
U.S Virgin Islands,St Croix Soccer League
U.S Virgin Islands,St Thomas League
United States,Major League Soccer
United States,MLS Cup Playoffs
United States,MLS Cup
United States,Canada
United States,USL Championship
United States,United Soccer League
United States,USL Championship Final
United States,MLS Next Pro
United States,National Independent Soccer Association
United States,USL League One
United States,United Soccer League
United States,National Premier Soccer League
United States,NISA Nation
United States,USL League Two
United States,United Soccer League
United States,Canada
United States,United Premier Soccer League
United States,USASA
United States,Regional Elite Amateur and State Premier Leagues
United States,State Leagues
United States,United Premier Soccer League
United States,U.S. Open Cup
United States,MLS All-Star Game
United States,George F. Donnelly Cup
United States,Hank Steinbrecher Cup
United States,National Amateur Cup
United States,MLS Next
United States,United States Club Soccer
United States,Super-20 League
United States,United Soccer League
United States,Super Y-League
United States,United Soccer League
United States,National Women's Soccer League
United States,United Women's Soccer
United States,one team
United States,Canada
United States,Women's Premier Soccer League
United States,Canada
United States,Puerto Rico
United States,United States Adult Soccer Association
United States,NWSL Challenge Cup
United States,USASA National Women's Cup
United States,USASA National Women's Amateur
United States,US Soccer National Amateur Championships
United States,United Soccer Association
United States,National Professional Soccer League
United States,North American Soccer League (former)
United States,American Soccer League (1933–83)
United States,United Soccer League (former)
United States,Western Soccer Alliance
United States,American Soccer League (1988–89)
United States,American Professional Soccer League
United States,A-League
United States,United Soccer Leagues
United States,USL First Division
United States,United Soccer Leagues
United States,USSF Division 2 Professional League
United States,USL Second Division
United States,United Soccer Leagues
United States,Women's United Soccer Association
United States,Women's Professional Soccer
United States,Women's Premier Soccer League Elite
United States,USL W-League
United States,United Soccer Leagues
United States,Major Arena Soccer League
United States,Canada
United States,Mexico
United States,Major Arena Soccer League 2
United States,Premier Arena Soccer League
United States,Mexico
United States,United States Open Cup for Arena Soccer
United States,North American Soccer League (1968–1984)
United States,Major Indoor Soccer League (1978–92)
United States,Continental Indoor Soccer League
United States,National Professional Soccer League (1984–2001)
United States,Major Indoor Soccer League (2001–08)
United States,Major Indoor Soccer League (2008–14)
United States,American Indoor Soccer League
United States,Xtreme Soccer League
Argentina,Liga Profesional de Fútbol
Argentina,Primera Nacional
Argentina,Copa Argentina
Argentina,Trofeo de Campeones de la Liga Profesional
Argentina,Supercopa Argentina
Argentina,Supercopa Internacional
Argentina,Campeonato de Fútbol Femenino de Primera División A
Argentina,Campeonato de Fútbol Femenino de Primera División B
Argentina,Campeonato de Fútbol Femenino de Primera División C
Argentina,es
Argentina,Primera B
Argentina,Primera C
Argentina,Torneo Promocional Amateur
Argentina,Torneo Federal A
Argentina,Torneo Regional Federal
Argentina,Torneo Federal A
Argentina,Regional Leagues
Bolivia,División de Fútbol Profesional
Bolivia,Copa Simón Bolívar
Bolivia,Bolivian Football Regional Leagues
Bolivia,Liga Nacional B
Bolivia,Copa Bolivia
Brazil,Campeonato Brasileiro Série A
Brazil,Campeonato Brasileiro Série B
Brazil,Campeonato Brasileiro Série C
Brazil,Campeonato Brasileiro Série D
Brazil,Copa do Brasil
Brazil,Copa Verde
Brazil,Copa do Nordeste
Brazil,Supercopa do Brasil
Brazil,Copa Verde
Brazil,Copa do Nordeste
Brazil,Copa Paulista
Brazil,Copa Centro-Oeste
Brazil,Copa Norte
Brazil,Campeonato Brasileiro Sub-23
Brazil,Campeonato Brasileiro Sub-20
Brazil,Copa do Brasil Sub-20
Brazil,Supercopa do Brasil Sub-20
Brazil,Campeonato Brasileiro Sub-17
Brazil,Copa do Brasil Sub-17
Brazil,Supercopa do Brasil Sub-17
Brazil,Campeonato Brasileiro de Futebol Feminino Série A1
Brazil,Campeonato Brasileiro de Futebol Feminino Série A2
Brazil,Campeonato Brasileiro de Futebol Feminino Série A3
Brazil,Copa do Brasil de Futebol Feminino
Brazil,Copa Sul-Minas
Brazil,Torneio Rio-São Paulo
Brazil,Primeira Liga
Brazil,Copa dos Campeões
Brazil,Campeonato Acreano
Brazil,Campeonato Amazonense
Brazil,Campeonato Roraimense
Brazil,Campeonato Paraense
Brazil,Campeonato Rondoniense
Brazil,Campeonato Tocantinense
Brazil,Campeonato Amapaense
Brazil,Campeonato Baiano
Brazil,Campeonato Pernambucano
Brazil,Campeonato Alagoano
Brazil,Campeonato Sergipano
Brazil,Campeonato Potiguar
Brazil,Campeonato Maranhense
Brazil,Campeonato Piauiense
Brazil,Campeonato Cearense
Brazil,Campeonato Paraibano
Brazil,Campeonato Matogrossense
Brazil,Campeonato Sul-Matogrossense
Brazil,Campeonato Goiano
Brazil,Campeonato Brasiliense
Brazil,Campeonato Paulista
Brazil,Campeonato Carioca
Brazil,Campeonato Mineiro
Brazil,Campeonato Capixaba
Brazil,Campeonato Gaúcho
Brazil,Campeonato Catarinense
Brazil,Campeonato Paranaense
Chile,Primera División
Chile,Primera División B
Chile,Segunda División Profesional
Chile,Tercera División A
Chile,Tercera División B
Chile,Copa Chile
Chile,Supercopa de Chile
Chile,Primera División Femenina
Chile,Primera División B Femenina
Colombia,Primera A
Colombia,Primera B
Colombia,Copa Colombia
Colombia,Superliga Colombiana
Ecuador,Serie A
Ecuador,Serie B
Ecuador,Segunda Categoría
Ecuador,Copa Ecuador
Ecuador,Supercopa Ecuador
Paraguay,Primera División
Paraguay,Segunda División
Paraguay,Tercera División
Paraguay,Primera División B Metropolitana
Paraguay,Paraguayan Primera División B Nacional
Paraguay,Campeonato Nacional de Interligas
Paraguay,Cuarta División
Paraguay,Primera División C
Paraguay,Paraguay's regional leagues
Paraguay,Copa Paraguay
Paraguay,Supercopa Paraguay
Peru,Liga 1
Peru,Liga 2
Peru,Liga 3
Peru,Copa Perú
Peru,Ligas Departamentales del Perú
Peru,Ligas Provinciales del Peru
Peru,Ligas Distritales del Peru
Peru,Copa LFP - FPF
Peru,Copa Bicentenario
Peru,Torneo del Inca
Peru,Supercopa Peruana
Peru,Copa Federación
Peru,Copa de Campeones del Perú
Uruguay,Primera División
Uruguay,Segunda División
Uruguay,Primera División Amateur
Uruguay,Uruguayan Liga Metropolitana Amateur
Uruguay,Supercopa Uruguaya
Uruguay,Copa Uruguay
Uruguay,Torneo Intermedio(Uruguay)
Uruguay,es
Venezuela,Primera División
Venezuela,Segunda División
Venezuela,Tercera Division
Venezuela,Copa Venezuela
American Samoa,ASFA Soccer League
American Samoa,1
American Samoa,2
American Samoa,FFAS President's Cup
Cook Islands,Cook Islands Round Cup
Cook Islands,Cook Islands Cup
Fiji,Fiji Premier League
Fiji,Fiji Senior League
Fiji,Inter-District Championship
Fiji,Club Franchise League
Fiji,FF Cup
Fiji,Fiji Battle of the Giants
Fiji,Fiji Champion versus Champion
Fiji,Girmit Soccer Tournament
Kiribati,Kiribati National Championship
New Caledonia,New Caledonia Super Ligue
New Caledonia,New Caledonia Second Level
New Caledonia,Coupe de Calédonie
New Zealand,National League
New Zealand,Northern League
New Zealand,National League
New Zealand,Central League
New Zealand,National League
New Zealand,Southern League
New Zealand,National League
New Zealand,Chatham Cup
New Zealand,Charity Cup
New Zealand,New Zealand National League
New Zealand,Chatham Cup
New Zealand,Women's National League
New Zealand,Kate Sheppard Cup
New Zealand,NRFL Championship
New Zealand,NRFL Conference
New Zealand,NRF League One
New Zealand,Central League 2
New Zealand,Central Federation League
New Zealand,Capital Premier
New Zealand,Central Federation Cup
New Zealand,Central Football
New Zealand,Canterbury Premiership League
New Zealand,Nelson Bays Premiership League
New Zealand,Southern Premiership League
New Zealand,Canterbury Championship League
New Zealand,South Canterbury Division 1
New Zealand,Fletcher Cup
New Zealand,Donald Gray Memorial Cup
New Zealand,English Cup
New Zealand,Mainland Football
New Zealand,Reta Fitzpatrick Cup
New Zealand,Mainland Football
Papua New Guinea,Papua New Guinea National Soccer League
Papua New Guinea,Papua New Guinea National Club Championship
Papua New Guinea,Papua New Guinea FA Cup
Samoa,Samoa National League
Samoa,Samoa Cup
Solomon Islands,Solomon Islands S-League
Solomon Islands,Honiara FA League
Solomon Islands,The Solomon Islands Knockout Championship
Solomon Islands,Solomon Islands National Club Championship (2000–10)
Solomon Islands,Interprovincial Tournament 1977–1985
Solomon Islands,Solomon Cup
Solomon Islands,Malaita Cup
Tahiti,Tahitian Ligue 1
Tahiti,Tahitian Ligue 2
Tahiti,Tahiti Cup
Tahiti,Tahiti Coupe des Champions
Tonga,Tonga Major League
Tonga,Tonga Division II
Tonga,Tonga Cup
Tuvalu,Tuvalu A-Division
Tuvalu,Tuvalu B-Division
Tuvalu,Tuvalu A-Division League (women's)
Tuvalu,Taganoa Cup
Tuvalu,Independence Cup
Tuvalu,Christmas Cup
Tuvalu,Tuvalu Games
Vanuatu,Port Vila Football League
Vanuatu,VFF National Super League
Vanuatu,Port Vila Shield
Vanuatu,Port Vila FA Cup
Albania,Kategoria Superiore
Albania,Kategoria e Parë
